Unidad,Cuad,Nivel,Rasgo,Excavador,Fecha,Context,N frag.,Tamaño frag.,Length,Width,Thickness,Material,Technological Type,Debris,Platform Type,Termination,% Cortex,Portion,Modification,Weight,Notes,Foto
7,17,300-303,,GD/EN,28/07/23,,1,1,,,,16,,2,0,0,0,0,,0.64,MOQ-2295,
7,6,299-419,,SCS,20/06/23,,1,1,,,,16,,3,0,0,0,0,,0.85,MOQ-2323,
7,28,142-151,Wall Fall Box Inside,MB/RP,28/06/23,,1,1,,,,16,,1,1,3,0,1,,0.11,MOQ-2284,x
7,25E,259-269,House 5,RV/MB,26/07/23,,1,1,,,,16,,1,3,3,0,1,,0.25,MOQ-2267,
7,25E,259-269,House 5,RV/MB,26/07/23,,1,1,,,,16,,2,0,0,0,0,,0.13,MOQ-2268,
7,29,192-215,House,AFA,12/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.19,MOQ-2259,
7,23W,244-245,House 1 Floor,HQB,20/07/23,,1,1,,,,16,,1,1,1,0,1,,0.3,MOQ-2243,
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,1,1,0,0,2,,0.42,MOQ-2235,
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,0,0,2,0,3,,0.2,MOQ-2231,
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,2,0,0,0,0,,0.44,MOQ-2236,
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,2,0,0,0,0,,0.31,MOQ-2233,
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,2,0,0,0,0,,0.58,MOQ-2234,
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,1,1,1,0,1,,0.83,MOQ-2237,
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,1,0,3,0,3,,0.16,MOQ-2232,
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,3,0,0,0,0,,1.23,MOQ-2238,
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,4,,,1,0,1,,0.56,MOQ-2240,x
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,3,0,0,0,0,,0.46,MOQ-2239,
7,20,157-185,,GDD,15/06/23,,1,2,,,,16,,2,0,0,0,0,,1.69,MOQ-2257,x
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,1,0,1,0,3,,0.1,MOQ-2242,
7,18S,286-301,,GD/EN,27/07/23,,1,2,,,,16,,1,2,3,0,1,,0.71,MOQ-2241,
7,26,115-125,House 3 Above,GDD,22/06/23,,1,1,,,,16,,1,0,1,0,3,,0.38,MOQ-2271,
7,30NW,239-241,House 4 Ash,HQB,20/07/23,,1,1,,,,16,,3,0,0,0,0,,0.88,MOQ-2276,
7,30NW,239-241,House 4 Ash,HQB,20/07/23,,1,1,,,,16,,1,1,2,0,1,,0.12,MOQ-2277,
7,23E,259-269,House 5,RV/MB,26/07/23,,1,1,,,,16,,2,0,0,0,0,,0.47,MOQ-2327,
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,3,0,0,0,0,,0.2,MOQ-2219,
7,18S,286-301,,GD/EN,27/07/23,,1,1,,,,16,,1,0,3,0,3,,0.44,MOQ-2220,
7,23W,242-244,House 1 Outside Wall,SC/RP,18/07/23,,1,1,,,,16,4,,,1,0,,,0.22,MOQ-2245,x
7,21,203-207,House 2 Floor,RP/LL,29/06/23,,1,1,,,,16,,1,1,2,0,1,,0.01,MOQ-2253,
7,30,190-214,House 1,MB/AL,11/7/2023,,1,1,,,,16,,1,0,3,0,3,,0.09,MOQ-2262,
7,30,190-214,House 1,MB/AL,11/7/2023,,1,1,,,,16,,1,2,3,0,1,,0.08,MOQ-2263,
7,30,190-214,House 1,MB/AL,11/7/2023,,1,1,,,,16,,1,3,1,0,1,,0.19,MOQ-2261,
7,30,190-214,House 1,MB/AL,11/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.44,MOQ-2264,
7,30,190-214,House 1,MB/AL,11/7/2023,,1,1,,,,16,,1,0,3,0,3,,0.92,MOQ-2266,
7,30,190-214,House 1,MB/AL,11/7/2023,,1,1,,,,16,,1,2,1,0,1,,0.35,MOQ-2265,
7,22,207-217,Above Floor,MB/LL/F,23/06/23,,1,2,,,,16,,1,1,1,0,1,,0.92,MOQ-2230,x
7,17,300-303,,GD/EN,28/07/23,,1,2,,,,16,,1,1,2,0,1,,1.71,MOQ-2221,
7,30NE,239-240,House 4,HQB,20/04/23,,1,1,,,,16,,2,0,1,0,3,,0.44,MOQ-2249,
7,22,207-217,Above Floor,MB/F/LL,23/06/23,,1,2,27.02,11.17,5.12,16,4,,,1,0,,2,1.66,MOQ-2211,x
7,22,207-217,Above Floor,MB/F/LL,23/06/23,,1,1,,,,16,,1,3,1,0,1,,1.06,MOQ-2312,
7,24SW,239-,House 4 Inside,HQB,20/07/23,,1,1,,,,16,,1,0,1,0,3,1,0.33,MOQ-2314,
7,24,247-327,House 1 Inside,RR,11/7/2023,,1,1,,,,16,,1,1,3,0,1,1,0.05,MOQ-2251,
7,24,247-327,House 1 Inside,RR,11/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.13,MOQ-2252,
7,16,258-265,,MB/F/LL/A,26/06/23,,1,1,,,,16,,2,0,0,0,5,,0.13,MOQ-2208,
7,16,258-265,,MB/F/LL/A,26/06/23,,1,2,,,,16,,1,4,1,0,1,1,0.59,MOQ-2209,
7,16,258-265,,MB/F/LL/A,26/06/23,,1,2,,,,16,,2,0,0,0,5,,1.08,MOQ-2210,
7,21,200-203,House 2 Above Floor,MB/F,23/06/23,,1,1,,,,16,,1,2,2,0,1,,0.51,MOQ-2229,
7,30NE,238-254,House 4 Outside,RV/MB/LL,24/07/23,,1,2,,,,16,4,,,1,0,,2,1.29,MOQ-2250,x
8,20,227-,,AF/JQ,11/8/2023,,1,1,,,,16,,1,1,1,0,1,,0.63,MOQ-1244,
8,25,162-177,House 6,JQ,9/8/2023,,1,1,,,,16,,1,2,3,0,1,,0.11,MOQ-1191,
8,25,177-210,House 6,JQ,10/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.02,MOQ-1177,
8,25,177-210,House 6,JQ,10/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.06,MOQ-1176,
8,25,177-210,House 6,JQ,10/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.23,MOQ-1181,
8,25,177-210,House 6,JQ,10/8/2023,,1,1,,,,16,,2,0,1,0,3,,0.28,MOQ-1180,
8,25,177-210,House 6,JQ,10/8/2023,,1,1,,,,16,,1,1,3,0,1,1,0.38,MOQ-1182,
8,25,177-210,House 6,JQ,10/8/2023,,1,2,,,,16,,3,0,0,0,0,,0.44,MOQ-1179,
8,25,177-210,House 6,JQ,10/8/2023,,1,2,,,,16,,3,0,0,1,0,,1.38,MOQ-1178,
8,20,206-234,House 6,GD/FM/AF,4/8/2023,,1,1,,,,16,,1,1,1,0,1,,0.28,MOQ-1750,
8,20,206-234,House 6,GD/FM/AF,4/8/2023,,1,1,,,,16,,1,4,1,0,1,,0.31,MOQ-1751,
8,20,,House 6,JQ,11/8/2023,,1,2,23.2,14.29,5.53,16,2,,,1,0,,2,1.69,MOQ-1208,x
8,20,227-,House 6,AFA,11/8/2023,,1,1,,,,16,,1,3,1,0,1,,0.48,MOQ-1210,
8,13,248-264,Ceramic Event,SCS,9/8/2023,,1,1,,,,16,,2,1,0,0,2,,0.1,MOQ-1190,
8,20,227-,House 6,AFA,11/8/2023,,1,2,,,,16,,1,1,2,0,1,,1.69,MOQ-1174,x
8,19,206-220,House 6,SCS,7/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.09,MOQ-1166,x
8,19,206-220,House 6,SCS,7/8/2023,,1,1,,,,16,,1,1,3,0,1,1,0.27,MOQ-1167,x
8,19,206-220,House 6,SCS,7/8/2023,,1,1,,,,16,,1,2,1,0,1,,0.35,MOQ-1168,
8,19,206-220,House 6,SCS,7/8/2023,,1,1,,,,16,,1,1,3,0,1,1,0.72,MOQ-1107,
8,13,248-264,Ceramic Event,SCS,9/8/2023,,1,2,21.01,13.07,5.47,16,2,0,0,3,0,1,2,1.0,MOQ-1175,x
8,25,177-210,House 6,JQ,10/8/2023,,1,1,,,,16,,1,0,3,0,3,1,0.41,MOQ-1172,
8,18,192-195,House 6SW Outside,JQ,14/08/23,,1,2,,,,16,,2,0,0,0,0,,2.1,MOQ-992,
8,20,234-,,RP,4/8/2023,,1,2,,,,16,,1,1,2,0,1,2,1.12,MOQ-1187,
8,25,162-177,House 6,JQ,9/9/2023,,1,1,,,,16,,1,3,0,0,2,,0.41,MOQ-1194,
8,21,135-157,,ENHR,23/08/23,,1,2,,,,16,,2,0,0,3,0,,1.18,MOQ-1067,
8,25,162-177,House 6,JQ,9/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.11,MOQ-1189,
8,15,302-310,,RVQ,7/8/2023,,1,2,,,,16,4,,1,2,0,1,,1.4,MOQ-1185,x
8,24,125-135,,FM,2/8/2023,,1,1,,,,16,,1,1,2,0,1,1,0.45,MOQ-1731,
8,14,220-234,House 6,SCS,14/08/23,,1,1,,,,16,,3,0,0,0,0,,0.24,MOQ-1055,x
8,20,227-,House 6,AF/JQ,11/8/2023,,1,1,,,,16,,2,2,0,0,2,,0.5,MOQ-1247,
8,25,177-210,House 6,JQ,18/08/23,,1,1,,,,16,,1,2,2,0,1,,0.41,MOQ-1183,
8,20,234-236,House 6,SCS,7/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.22,MOQ-1161,
8,20,234-236,House 6,RVQ,7/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.85,MOQ-1158,
8,25,162-177,House 6,JQ,9/8/2023,,1,2,,,,16,,3,0,0,0,0,,0.56,MOQ-1193,
8,25,177-210,House 6,JQ,10/8/2023,,1,2,,,,16,,3,0,0,0,0,0,0.84,MOQ-1171,
8,25,162-177,House 6,JQ,9/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.16,MOQ-1267,
8,25,162-177,House 6,JQ,9/8/2023,,1,2,,,,16,,2,0,1,0,3,,0.58,MOQ-1268,
8,24,160-173,House 6,SCS,11/8/2023,,1,2,,,,16,,1,1,0,0,2,,0.61,MOQ-1225,
8,18,192-195,House 6SW Outside,JQ,15/08/23,,1,2,,,,16,,2,0,2,0,3,,0.6,MOQ-1083,
8,12,?-254,,ENHR,15/08/23,,1,2,,,,16,,1,1,0,0,2,1,0.95,MOQ-1069,
8,15,302-310,,RVQ,7/8/2023,,1,2,,,,16,,2,0,0,0,0,0,1.07,MOQ-1197,
8,20,227-,House 6,AF/DQ,11/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.44,MOQ-1215,
8,14,300-305,Hallway,SCS,10/8/2023,,1,1,,,,16,,1,2,2,0,1,,0.07,MOQ-1240,
8,14,290-293,,GDD,7/8/2023,,1,1,,,,16,,2,0,3,0,3,,0.11,MOQ-1248,
8,25,162-177,House 6,JQ,4/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.18,MOQ-1199,
8,20,227,House 6,DQ/AF,11/9/2023,,1,1,,,,16,,1,1,1,0,1,,0.36,MOQ-1198,
8,15,302-310,,JQ,4/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.35,MOQ-1196,
8,15,302-310,,JQ,4/8/2023,,1,2,,,,16,,1,1,0,0,2,,1.12,MOQ-1195,
8,18,195-,House 6 Outside,CCO,18/08/23,,1,1,,,,16,,3,0,0,0,0,,0.06,MOQ-1079,
8,18,195-,House 6 Outside,CCO,18/08/23,,1,1,,,,16,,3,0,0,0,0,,0.13,MOQ-1081,
8,18,195-,House 6 Outside,CCO,18/08/23,,1,1,,,,16,,1,1,2,0,1,,0.15,MOQ-1076,
8,18,195-,House 6 Outside,CCO,18/08/23,,1,1,,,,16,,1,1,2,0,1,,0.19,MOQ-1077,
8,18,195-,House 6 Outside,CCO,18/08/23,,1,1,,,,16,,1,1,2,0,1,,0.17,MOQ-1078,
8,18,195-,House 6 Outside,CCO,18/08/23,,1,1,,,,16,,1,1,3,0,3,,0.21,MOQ-1080,
8,18,195-,House 6 Outside,CCO,18/08/23,,1,1,,,,16,,1,1,1,0,1,,0.18,MOQ-1082,
8,24,160-173,House 6,SCS,11/8/2023,,1,1,,,,16,,1,2,1,0,1,,0.08,MOQ-1237,
8,24,160-173,House 6,SCS,11/8/2023,,1,1,,,,16,,1,2,2,0,1,,0.18,MOQ-1238,
8,24,160-173,House 6,SCS,11/8/2023,,1,2,,,,16,,2,0,0,0,0,,0.53,MOQ-1239,
8,24,160-173,House 6,SCS,11/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.02,not p-xrfd,
8,20,227,House 6,AFA,11/8/2023,,1,1,,,,16,,1,2,1,0,1,,0.8,MOQ-1235,
8,24,138-160,,SCS,9/8/2023,,1,1,,,,16,,1,0,1,0,3,,0.11,MOQ-1266,
8,25,210-,House 6,AFA/F,14/08/23,,1,2,,,,16,,2,0,0,0,0,,2.14,MOQ-1054,
8,11,?-248,House 7,ENHR,17/08/23,,1,1,,,,16,,3,0,0,0,0,,0.26,MOQ-1030,
8,18,192-195,House 6 Outside,MB/JQ,14/08/23,,1,1,,,,16,,1,0,3,0,3,,0.92,MOQ-1009,
8,18,192-195,House 6 Outside,MB/JQ,14/08/23,,1,1,,,,16,,2,0,0,0,0,,0.7,MOQ-1010,
8,18,192-195,House 6 Outside,MB/JQ,14/08/23,,1,1,,,,16,,1,2,0,0,2,1,0.08,MOQ-1011,
8,23,140?,,JQ,15/08/23,,1,1,,,,16,,2,0,0,0,0,,0.14,MOQ-990,
8,23,140?,,JQ,15/08/23,,1,1,,,,16,,1,2,2,0,1,,0.21,MOQ-988,
8,23,140?,,JQ,15/08/23,,1,1,,,,16,,3,0,0,0,0,,0.33,MOQ-989,
8,18,192-195,House 6SW Outside,JQ,15/08/23,,1,1,,,,16,,1,2,1,0,1,,0.29,MOQ-968,
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,2,0,0,0,0,,0.76,MOQ-993,
8,18,194,House 6SW Outside,CCO,18/08/23,,1,1,,,,16,,3,0,0,0,0,,0.66,MOQ-909,
8,24,160-173,House 6,SCS,11/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.35,MOQ-902,
8,22,117-124,,ENHR,15/08/23,,1,1,,,,16,,1,1,2,0,1,,0.27,MOQ-906,
8,23,156,,CCO,16/08/23,,1,1,,,,16,,1,1,0,0,2,,0.23,MOQ-1066,
8,20,234-236,,FM/AF,7/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.57,MOQ-1154,
8,24,138-160,,SCS,9/8/2023,,1,1,,,,16,,1,1,0,0,2,,0.27,MOQ-1157,
8,15,302-310,,RVQ,7/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.35,MOQ-1186,
8,13,248-264,Ceramic Event,SCS,9/8/2023,,1,2,,,,16,,3,0,0,0,0,,3.28,MOQ-1137,x
8,11,?-240,House 7,ENHR,17/08/23,,1,1,,,,16,,1,1,3,0,1,,0.51,MOQ-901,
8,14,300-305,Hallway,SCS,10/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.6,MOQ-1105,
8,20,234-236,,RVQ,7/8/2023,,1,1,,,,16,,1,1,1,0,1,1,0.03,MOQ-1252,
8,20,234-236,,RVQ,7/8/2023,,1,2,,,,16,,3,0,0,0,0,,0.92,MOQ-1253,
8,20,227-,House 6,AFA/MB,11/8/2023,,1,2,,,,16,,3,0,0,2,0,,2.47,MOQ-1262,x
8,13,248-264,Ceramic Event,SCS,9/8/2023,,1,2,,,,16,,1,1,1,0,1,1,0.38,MOQ-1162,
8,14,290-293,,RVQ,7/8/2023,,1,1,,,,16,,1,1,1,0,1,,0.24,MOQ-1233,
8,14,290-293,,RVQ,7/8/2023,,1,1,,,,16,,1,1,1,0,1,,0.3,MOQ-1232,
8,14,290-293,,RVQ,7/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.49,MOQ-1231,
8,25,162-177,House 6,JQ,9/8/2023,,1,2,,,,16,,2,0,3,0,3,,0.83,MOQ-1192,
8,24,160-173,House 6,SCS,10/8/2023,,1,1,,,,16,,1,2,3,0,1,,0.64,MOQ-1074,
8,18,196,House 6SW Outside,CCO,18/08/23,,1,2,,,,16,,1,2,3,0,1,,0.4,MOQ-1032,
8,24,138-160,,SCS,9/8/2023,,1,2,17.38,12.06,4.5,16,,1,1,2,0,1,"1,2",0.77,MOQ-1108,x
8,20,234-236,House 6,RVQ,7/8/2023,,1,1,,,,16,,1,2,2,0,1,,0.38,MOQ-1102,
8,18,192,House 6SW Outside,CCO,18/08/23,,1,1,,,,16,,1,1,3,0,1,,0.56,MOQ-991,
8,11,?-240,House 7,ENHR,17/08/23,,1,1,,,,16,,2,0,0,0,0,,0.11,MOQ-963,
8,11,?-240,House 7,ENHR,17/08/23,,1,1,,,,16,,1,2,0,0,2,,0.35,MOQ-961,x
8,11,?-240,House 7,ENHR,17/08/23,,1,1,,,,16,,1,0,2,0,3,,0.34,MOQ-962,x
8,22,117-124,,EH/KR,14/08/23,,1,1,,,,16,,1,0,3,0,3,,0.08,MOQ-927,
8,22,117-124,,EH/KR,14/08/23,,1,1,,,,16,,3,0,0,0,0,,0.22,MOQ-928,
8,22,117-124,,EH/KR,14/08/23,,1,1,,,,16,,3,0,0,0,0,,0.06,MOQ-929,
8,22,117-124,,EH/KR,14/08/23,,1,1,,,,16,,2,0,0,1,0,,0.29,MOQ-1087,
8,22,117-124,,EH/KR,14/08/23,,1,1,,,,16,,2,0,0,0,0,,0.23,MOQ-1088,
8,18,192,House 6SW Outside,CCO,18/08/23,,1,1,,,,16,,1,1,3,0,1,,0.35,MOQ-955,
8,19,206-220,,SCS,11/8/2023,,1,1,,,,16,,2,1,0,0,2,,0.03,MOQ-896,
8,22,117-124,,ENHR,15/08/23,,1,2,,,,16,,3,0,0,0,0,,0.96,MOQ-1013,
8,22,117-124,,ENHR,14/08/23,,1,1,,,,16,,3,0,0,0,0,,0.05,MOQ-943,
8,22,117-124,,ENHR,14/08/23,,1,2,,,,16,,3,0,0,0,0,,1.43,MOQ-944,x
8,22,117-124,,EH/KR,14/08/23,,1,2,,,,16,,1,1,1,0,1,,0.59,MOQ-889,
8,11,?-240,House 7,ENHR,17/08/23,,1,1,,,,16,,1,2,0,0,2,,0.35,MOQ-899,
8,12,?-254,,ENHR,15/08/23,,1,1,,,,16,,3,0,0,0,0,,0.21,MOQ-732,
8,11,?-240,House 7,ENHR,17/08/23,,1,1,,,,16,,1,2,2,0,1,,0.37,MOQ-879,
8,11,?-240,House 7,ENHR,17/08/23,,1,1,,,,16,,2,1,0,0,0,,0.14,MOQ-995,
8,19,220-234,House 6,SCS,11/8/2023,,1,1,,,,16,,1,0,0,0,4,,0.53,MOQ-979,
8,19,220-234,House 6,SCS,14/08/23,,1,1,,,,16,,1,1,0,0,2,2,1.0,MOQ-964,x
8,22,117-124,,EH/KR,14/08/23,,1,2,,,,16,,1,2,0,0,2,,0.61,MOQ-886,
8,20,227-,House 6,AF/JQ,11/8/2023,,1,1,,,,16,,1,1,1,0,1,2,0.47,MOQ-1209,x
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,1,2,2,0,1,,0.3,MOQ-1091,
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,2,0,0,0,0,,0.23,MOQ-1093,
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,2,2,0,0,2,,0.22,MOQ-1094,
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,2,0,0,0,0,,0.17,MOQ-1095,
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,1,0,2,0,3,,0.15,MOQ-1098,
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,2,0,0,0,0,,0.1,MOQ-1092,
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,1,1,2,0,1,,0.06,MOQ-1096,
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,3,0,0,0,0,,0.04,MOQ-1097,
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,1,0,1,0,3,,0.01,MOQ-1099,
8,18,190,House 6 Outside,CCO,18/08/23,,1,1,,,,16,,1,0,1,1,3,1,0.2,MOQ-1001,
8,19,220-234,House 6,SCS,14/08/23,,1,1,,,,16,,1,1,2,0,1,,0.19,MOQ-1070,
8,19,220-234,House 6,SCS,14/08/23,,1,1,,,,16,,2,0,0,0,0,,0.05,MOQ-1071,
8,19,220-234,House 6,SCS,14/08/23,,1,1,,,,16,,1,1,2,0,1,1,0.72,MOQ-1072,x
8,19,220-234,House 6,SCS,14/08/23,,1,2,,,,16,,1,2,0,0,2,,0.58,MOQ-1073,
8,20,227-,House 6,AFA,11/8/2023,,1,1,,,,16,,2,1,0,0,2,,0.32,MOQ-1188,
8,16,?-159,,ENHR,16/08/23,,1,2,19.0,12.6,5.69,16,4,,,1,0,,2,1.29,MOQ-1236,x
8,25,162-177,House 6,,,,1,1,,,,16,,1,1,3,0,1,,0.11,MOQ-1257,
8,20,227-236,House 6,JQ,8/8/2023,,1,1,,,,16,,2,0,0,0,4,,0.07,MOQ-1203,
8,20,227-236,House 6,JQ,8/8/2023,,1,1,,,,16,,1,0,1,0,3,,0.09,MOQ-1205,
8,20,227-236,House 6,JQ,8/8/2023,,1,1,,,,16,,2,3,0,0,2,,0.41,MOQ-1204,
8,20,227-236,House 6,JQ,8/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.26,MOQ-1207,
8,20,227-236,House 6,JQ,8/8/2023,,1,2,,,,16,,3,0,0,0,0,1,0.6,MOQ-1206,
8,14,293-300,Hallway,SCS,8/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.56,MOQ-1130,
8,14,293-300,Hallway,SCS,8/8/2023,,1,1,,,,16,,1,1,0,0,2,,0.49,MOQ-1131,
8,23,134-169,,JQ,15/08/23,,1,2,,,,16,,2,0,0,0,0,,1.05,MOQ-1015,
8,20,234-236,,SCS,7/8/2023,,1,1>,,,,16,,3,0,0,0,0,,0.01,not-pxrf'd,
8,15,312-315,House 6,SCS,10/8/2023,,1,1,,,,16,,1,1,1,0,2,,0.14,MOQ-1135,
8,18,192-195,House 6SW Outside,JQ,14/08/23,,1,1,,,,16,,1,1,1,0,1,1,1.46,MOQ-1023,x
8,19,206-220,,SCS,7/8/2023,,1,1,,,,16,,2,2,0,0,2,,0.33,MOQ-1106,
8,20,234-236,,RVQ,7/8/2023,,1,2,,,,16,,1,1,2,0,1,,2.06,MOQ-1134,x
8,19,206-220,House 6,SCS,7/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.15,MOQ-1133,
8,20,236-227,House 6,JQ,8/8/2023,,1,1,,,,16,,1,2,3,0,1,1,0.54,MOQ-1129,
8,20,234-236,,FM/AF,7/8/2023,,1,1,,,,16,,1,0,2,0,3,,0.11,MOQ-1109,
8,20,234-236,,FM/AF,7/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.09,MOQ-1110,
8,19,220-234,House 6,SCS,14/08/23,,1,1,,,,16,,1,2,0,0,2,,0.22,MOQ-1028,
8,19,220-234,House 6,SCS,14/08/23,,1,1,,,,16,,1,0,3,0,3,,0.13,MOQ-1012,
8,20,227-236,House 6,JQ,8/8/2023,,1,1,,,,16,,1,2,1,0,1,,0.63,MOQ-1114,
8,20,234-236,,SCS,7/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.29,MOQ-1126,
8,20,234-236,,SCS,7/8/2023,,1,1,,,,16,,2,3,0,0,2,,0.34,MOQ-1127,
8,20,234-236,,SCS,7/8/2023,,1,1,,,,16,,1,2,0,0,2,,0.88,MOQ-1132,
8,14,300-305,Hallway,SCS,10/8/2023,,1,1,,,,16,,1,1,1,0,1,1,0.48,MOQ-1128,x
8,19,206-220,House 6,SCS,4/8/2023,,1,2,,,,16,,3,0,0,0,0,,1.22,MOQ-1103,
8,25,210-,House 6,AFA/F,14/08/23,,1,1,,,,16,,1,0,1,0,3,,0.17,MOQ-743,
8,24,160-173,House 6,SCS,10/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.09,MOQ-1246,
8,14,197-220,House 6,SCS,24/07/23,,1,1,,,,16,,1,2,2,0,1,,0.12,MOQ-805,
8,14,197-220,House 6,SCS,24/07/23,,1,1,,,,16,,3,0,0,0,0,,0.09,MOQ-806,
8,14,197-220,House 6,SCS,24/07/23,,3,1>,,,,16,,2,0,0,0,0,,0.06,not-pxrf'd,
8,19,206-220,House 6,SCS,7/8/2023,,1,2,,,,16,,1,1,2,0,1,,0.52,MOQ-1113,
8,20,227-259,House 6,AFA,14/08/23,,1,1,,,,16,,2,0,1,0,3,,0.06,MOQ-742,
8,20,227-259,House 6,AFA,14/08/23,,1,1,,,,16,,2,0,0,0,0,,0.04,MOQ-741,
8,20,227-259,House 6,AFA,14/08/23,,1,2,,,,16,,3,0,0,0,0,,1.0,MOQ-740,
8,25,210,House 6,AFA/FL,14/08/23,,1,1,,,,16,,1,1,3,0,1,,0.33,MOQ-756,
8,12,?-254,,ENHR,15/08/23,,1,1,,,,16,,3,0,0,0,0,,0.15,MOQ-910,
8,12,?-254,,ENHR,15/08/23,,1,1,,,,16,,1,2,1,0,1,,0.09,MOQ-911,
8,12,?-254,,ENHR,15/08/23,,1,2,,,,16,,1,1,2,0,1,,0.03,MOQ-912,x
8,23,154,,CCO,16/08/23,,1,1,,,,16,,1,2,3,0,1,,0.2,MOQ-1004,
8,10N,378-390,,EN/GD,7/8/2023,,1,1,,,,16,,2,0,2,0,3,,0.62,MOQ-1234,
8,12,?-254,,ENHR,15/08/23,,1,1,,,,16,,1,2,2,0,1,,0.11,MOQ-1728,
7,24,247-,House 1,RV/RVQ,7/7/2023,,1,1,,,,16,,2,0,1,0,3,,0.31,MOQ-1521,
7,23,243-246,House 1,RP/RV,7/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.18,MOQ-1522,
7,30,176-195,House 1 Inside,MB/LL/R,6/7/2023,,1,2,,,,16,,1,2,3,0,1,2,0.83,MOQ-1532,
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.35,MOQ-1533,
7,22,222-242,House 2 Inside,SCC/GDD,5/7/2023,,1,2,,,,16,,1,2,2,0,1,,0.58,MOQ-1527,
7,35N,106-109,House 1 Outside,RVQ,3/7/2023,,1,1,,,,16,,1,0,1,0,3,,0.2,MOQ-1525,x
7,22,242-243,House 2 Inside,LL/EN,10/7/2023,,1,1,,,,16,,1,0,1,0,3,,0.47,MOQ-1534,
7,22,242-243,House 2 Inside,LL/EN,10/7/2023,,1,1,,,,16,,1,1,2,0,1,,0.04,MOQ-1535,
7,22,242-243,House 2 Inside,LL/EN,10/7/2023,,1,1,,,,16,,1,1,2,0,1,,0.07,MOQ-1536,
7,29,173-186,House 2,RP,6/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.16,MOQ-1517,
7,29,173-186,House 2,RP,6/7/2023,,1,1,,,,16,,1,2,0,0,2,,0.55,MOQ-1518,
7,29,173-186,House 2,RP,6/7/2023,,1,1,,,,16,,1,1,1,0,1,,0.52,MOQ-1519,
7,35N,106-109,House 2 Outside,RVQ,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.66,MOQ-1520,
7,29,163-173,House 2,RVQ,4/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.11,MOQ-1514,
7,29,163-173,House 2,RVQ,4/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.3,MOQ-1513,
7,21E,207-232,House 2 Inside,SCC/GDD,5/7/2023,,1,1,,,,16,,1,0,3,0,3,,0.19,MOQ-1510,
